City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
451,Koungou,YT,-12.7336,45.2042,82.11,65,20,16.11,few clouds
452,Ecija,ES,37.5422,-5.0826,65.98,59,2,2.59,clear sky
453,Jamshedpur,IN,22.8,86.1833,80.82,82,100,6.24,overcast clouds
454,Saskylakh,RU,71.9167,114.0833,53.11,35,29,13.56,scattered clouds
455,Itaituba,BR,-4.2761,-55.9836,71.02,99,65,0.38,broken clouds
456,Wajir,KE,1.7471,40.0573,77.97,56,80,20.98,broken clouds
457,Krasnoselkup,RU,65.7,82.4667,44.65,85,100,11.99,overcast clouds
458,Pulandian,CN,39.3953,121.9669,68.13,56,84,9.91,broken clouds
459,Mehamn,NO,71.0357,27.8492,59.56,66,75,8.5,broken clouds
460,Magan,ES,39.9683,-3.931,67.75,58,22,12.5,few clouds
461,Hobyo,SO,5.3505,48.5268,82.0,65,54,23.91,broken clouds
462,Sechura,PE,-5.5569,-80.8222,67.21,78,35,11.07,scattered clouds
463,Kichmengskiy Gorodok,RU,59.9816,45.7854,70.86,40,3,7.16,clear sky
464,Mikhaylovka,RU,50.06,43.2379,71.4,69,2,9.08,clear sky
465,Sheffield Lake,US,41.4875,-82.1015,70.9,89,1,0.0,clear sky
466,Guerrero Negro,MX,27.9769,-114.0611,61.59,85,6,18.72,clear sky
467,Brae,GB,60.3964,-1.353,48.11,79,100,21.54,overcast clouds
468,Talaya,RU,61.3833,152.75,61.72,28,82,10.16,broken clouds
469,Uyuni,BO,-20.4597,-66.825,33.48,33,0,5.17,clear sky
470,Ilulissat,GL,69.2167,-51.1,39.22,75,90,5.75,overcast clouds
471,Moron,AR,-34.6534,-58.6198,55.9,70,64,1.01,broken clouds
472,Conner,PH,17.7964,121.3275,93.67,49,80,5.97,broken clouds
473,Hami,CN,42.8,93.45,84.63,21,90,5.26,overcast clouds
474,Bayonet Point,US,28.3267,-82.6834,82.4,85,41,8.99,scattered clouds
475,Doha,QA,25.2867,51.5333,96.78,36,0,14.97,clear sky
476,Olinda,BR,-8.0089,-34.8553,71.33,83,40,3.44,scattered clouds
477,Ryotsu,JP,38.0833,138.4333,73.72,62,62,2.93,light rain
478,Ambatondrazaka,MG,-17.8333,48.4167,65.84,74,66,6.53,broken clouds
479,Victoria,HK,22.2855,114.1577,89.96,86,100,1.99,moderate rain
480,Bandar-E Lengeh,IR,26.5579,54.8807,92.91,49,3,5.55,clear sky
481,Chistogorskiy,RU,53.9835,87.3843,64.06,48,100,2.3,overcast clouds
482,Boden,SE,65.8252,21.6886,55.4,92,100,13.0,light rain
483,Katsuura,JP,35.1333,140.3,84.24,70,95,11.59,overcast clouds
484,Nara,JP,34.6851,135.8049,80.91,41,96,3.44,moderate rain
485,Campobasso,IT,41.6333,14.5833,71.94,56,31,3.47,scattered clouds
486,Payson,US,40.0444,-111.7321,62.26,32,1,6.91,clear sky
487,Opuwo,NA,-18.0607,13.84,54.79,33,27,6.29,scattered clouds
488,Witu,KE,-2.3889,40.4382,80.76,65,26,14.74,scattered clouds
489,Chaplynka,UA,46.3651,33.5403,70.81,61,3,6.67,clear sky
490,Ostrowiec Swietokrzyski,PL,50.9294,21.3853,68.86,65,21,5.97,few clouds
491,Mackenzie,CA,55.2999,-123.1698,46.78,74,73,3.47,broken clouds
492,Vestmannaeyjar,IS,63.4427,-20.2734,41.43,62,1,21.12,clear sky
493,Samarai,PG,-10.6167,150.6667,82.29,80,33,11.97,scattered clouds
494,Mulchen,CL,-37.7167,-72.2333,50.85,96,72,2.84,broken clouds
495,Hirara,JP,24.8,125.2833,83.05,81,100,11.95,overcast clouds
496,Riyadh,SA,24.6877,46.7219,93.34,8,0,23.02,clear sky
497,Mairang,IN,25.5667,91.6333,67.91,96,99,3.89,overcast clouds
498,Tutoia,BR,-2.7619,-42.2744,76.28,87,14,2.01,few clouds
499,Ndele,CF,8.4109,20.6473,81.07,59,48,5.37,scattered clouds
500,Caravelas,BR,-17.7125,-39.2481,70.03,92,100,5.28,overcast clouds
501,Jaque,PA,7.5175,-78.1703,79.02,85,100,0.34,light rain
502,Rawah,IQ,34.4816,41.9093,81.5,33,0,19.53,clear sky
503,Bontang,ID,0.1333,117.5,84.31,66,91,6.82,light rain
504,Kusti,SD,13.1629,32.6635,93.36,36,77,16.2,broken clouds
505,Antofagasta,CL,-23.65,-70.4,58.28,84,43,3.02,scattered clouds
506,Bay Point,US,38.0291,-121.9616,65.1,74,1,1.99,clear sky
507,Chitipa,MW,-9.7024,33.2697,62.76,74,9,8.48,clear sky
508,Kungurtug,RU,50.5994,97.5228,49.35,91,100,4.27,overcast clouds
509,Maragogi,BR,-9.0122,-35.2225,72.59,84,5,5.95,clear sky
510,Mecca,SA,21.4267,39.8261,105.22,10,63,11.95,broken clouds
511,Riacho De Santana,BR,-13.6092,-42.9389,69.71,53,84,3.44,broken clouds
512,Telhara,IN,21.0269,76.8389,94.1,44,59,11.83,broken clouds
513,Wang Saphung,TH,17.301,101.7685,84.09,76,99,5.08,moderate rain
514,Kem,RU,64.9555,34.5793,68.79,43,9,11.34,clear sky
515,Sovetsk,RU,55.0839,21.8785,61.41,80,94,7.72,overcast clouds
516,Coronel,CL,-37.0167,-73.1333,53.62,93,86,5.75,overcast clouds
517,Sabha,LY,27.0377,14.4283,77.34,38,0,11.88,clear sky
518,Northport,US,33.229,-87.5772,73.26,99,75,0.0,broken clouds
519,Honiara,SB,-9.4333,159.95,83.48,76,21,5.61,few clouds
520,Amboasary,MG,-25.0333,46.3833,71.71,62,3,3.13,clear sky
521,Tabou,CI,4.423,-7.3528,76.51,90,100,3.42,light rain
522,Road Town,VG,18.4167,-64.6167,78.21,77,67,12.01,broken clouds
523,Lorengau,PG,-2.0226,147.2712,83.19,72,11,10.63,few clouds
524,Severnoye,RU,56.3491,78.3619,62.74,47,16,9.13,few clouds
525,Valparaiso,CL,-33.0393,-71.6273,57.47,68,53,8.32,broken clouds
526,Ust-Maya,RU,60.4167,134.5333,66.09,55,78,4.47,broken clouds
527,Bafia,CM,4.75,11.2333,70.21,97,97,0.72,overcast clouds
528,San Luis,AR,-33.295,-66.3356,54.37,56,7,13.67,clear sky
529,Port Hardy,CA,50.6996,-127.4199,51.19,93,100,9.6,overcast clouds
530,Maniitsoq,GL,65.4167,-52.9,37.83,81,16,5.06,few clouds
531,Marienburg,PL,54.0359,19.0266,67.66,80,100,8.23,overcast clouds
532,Taitung,TW,22.7583,121.1444,88.07,70,75,9.22,broken clouds
533,Sioux Lookout,CA,50.1001,-91.917,57.85,98,99,8.5,overcast clouds
534,Paragominas,BR,-2.9667,-47.4833,69.71,99,96,1.7,overcast clouds
535,Ponta Delgada,PT,37.7333,-25.6667,61.52,82,20,3.44,few clouds
536,Sistranda,NO,63.7256,8.834,52.9,81,92,29.04,overcast clouds
537,Togur,RU,58.3631,82.8265,63.21,48,27,11.12,scattered clouds
538,Palauig,PH,15.435,119.9045,86.09,73,94,12.26,overcast clouds
539,Nishihara,JP,26.1842,127.7558,87.46,74,75,12.66,broken clouds
540,Maxixe,MZ,-23.8597,35.3472,66.63,82,26,5.66,scattered clouds
541,Harindanga,IN,22.0383,88.3214,89.58,65,100,3.51,overcast clouds
542,Roznava,SK,48.6601,20.5376,69.57,62,22,2.06,few clouds
543,Emba,KZ,48.8264,58.1442,78.55,38,100,5.46,overcast clouds
544,Ust-Nera,RU,64.5667,143.2,68.25,31,11,4.32,few clouds
545,Freeport,US,40.6576,-73.5832,66.22,87,90,1.01,overcast clouds
546,Puerto Colombia,CO,10.9878,-74.9547,81.3,85,39,7.43,scattered clouds
547,Yueyang,CN,29.3333,113.0919,85.41,73,98,5.57,moderate rain
548,Grong,NO,64.4654,12.3149,52.88,79,100,11.56,overcast clouds
549,Berani,PK,25.785,68.8069,102.29,43,0,26.89,clear sky
550,Tsiroanomandidy,MG,-18.7667,46.0333,67.96,50,2,3.58,clear sky
551,Lovozero,RU,68.005,35.0117,70.97,33,2,15.14,clear sky
552,Shirokiy,RU,49.758,129.523,73.8,64,20,8.55,few clouds
553,Ostersund,SE,63.1792,14.6357,49.6,81,40,12.66,scattered clouds
554,Villamontes,BO,-21.25,-63.5,54.54,78,0,3.83,clear sky
555,Xining,CN,36.6167,101.7667,77.88,27,0,4.45,clear sky
556,Pokhara,NP,28.2333,83.9833,76.42,78,96,2.33,overcast clouds
557,Ulladulla,AU,-35.35,150.4667,56.88,60,98,14.61,light rain
558,Chara,RU,56.9064,118.2631,46.96,84,100,6.13,overcast clouds
559,Konstantinovka,RU,49.6167,127.9833,79.45,45,13,6.22,few clouds
560,Lovington,US,32.944,-103.3485,85.03,44,44,10.98,scattered clouds
561,Semirom,IR,31.4167,51.5667,81.14,10,0,5.23,clear sky
562,Malanje,AO,-9.5402,16.341,57.52,46,5,6.2,clear sky
563,Muhororo,UG,0.9381,30.7594,71.8,50,83,3.09,broken clouds
564,Soe,ID,-9.8607,124.284,77.43,60,35,8.55,scattered clouds
565,Sterling,US,39.0062,-77.4286,66.58,97,90,8.01,overcast clouds
566,Lata,PT,40.1629,-8.3327,69.93,72,44,3.91,scattered clouds
567,Linxia,CN,35.6003,103.2064,81.25,37,21,5.68,few clouds
568,Port Pirie,AU,-33.1833,138.0167,60.89,57,78,5.99,broken clouds
569,Nantucket,US,41.2835,-70.0995,60.96,87,90,6.91,overcast clouds
570,Soyo,AO,-6.1349,12.3689,76.46,87,54,4.54,broken clouds
571,Atasu,KZ,48.6814,71.6433,67.32,27,1,14.83,clear sky
572,Burriana,ES,39.889,-0.085,73.67,52,60,2.51,broken clouds
573,Cambridge,CA,43.3601,-80.3127,64.06,78,78,6.98,broken clouds
574,Atakpame,TG,7.5333,1.1333,70.09,94,86,6.04,light rain
575,Mabaruma,GY,8.2,-59.7833,72.41,96,22,2.48,few clouds
576,Olafsvik,IS,64.8945,-23.7142,40.41,56,25,9.17,scattered clouds
577,Omuta,JP,33.0333,130.45,85.17,84,100,3.51,overcast clouds
578,Tabas,IR,33.5959,56.9244,102.92,6,0,2.28,clear sky
579,Napier,NZ,-39.4833,176.9167,55.24,95,24,4.32,few clouds
580,Quatro Barras,BR,-25.3656,-49.0769,48.51,87,0,3.04,clear sky
581,Sibolga,ID,1.7427,98.7792,86.74,64,96,4.99,heavy intensity rain
582,Moindou,NC,-21.6924,165.677,71.55,79,100,5.08,overcast clouds
583,Laela,TZ,-8.5667,32.05,59.97,69,5,4.79,clear sky
584,Port Hedland,AU,-20.3167,118.5667,78.85,73,75,11.5,broken clouds
585,Whitehorse,CA,60.7161,-135.0538,52.57,87,75,5.01,light rain
586,Jiuquan,CN,39.7432,98.5174,75.4,30,100,20.4,light rain
587,Limbang,MY,4.75,115.0,89.71,77,100,0.76,overcast clouds
588,Margate,GB,51.3813,1.3862,64.31,79,100,11.59,overcast clouds
589,Sumkino,RU,58.1108,68.3244,73.96,32,44,7.9,scattered clouds
590,Pathein,MM,16.7833,94.7333,79.99,83,100,11.36,overcast clouds
591,Baghdad,IQ,33.3406,44.4009,87.71,30,0,23.02,clear sky
592,Virginia Beach,US,36.8529,-75.978,75.02,93,100,10.6,overcast clouds
593,Bagrami,AF,34.4938,69.2743,85.98,12,0,17.27,clear sky
594,Hambantota,LK,6.1241,81.1185,89.94,66,40,20.71,scattered clouds
595,Igrim,RU,63.1906,64.4162,80.13,24,96,10.16,overcast clouds
596,Price,US,39.5994,-110.8107,65.12,11,1,10.36,clear sky
597,Seaford,GB,50.7714,0.1027,63.45,94,97,5.99,overcast clouds
598,Blagoyevo,RU,63.3667,47.9167,75.11,32,94,3.22,overcast clouds
599,Waipawa,NZ,-41.4122,175.5153,55.02,86,60,5.14,broken clouds
600,Mayo,US,38.8876,-76.5119,67.05,91,90,11.99,overcast clouds
601,Beringovskiy,RU,63.05,179.3167,36.97,95,100,3.62,overcast clouds
602,Kibala,TD,9.1104,18.3463,83.26,54,63,6.55,broken clouds
603,Lufilufi,WS,-13.8745,-171.5986,79.79,77,80,21.68,light rain
604,San Andres,CO,12.5847,-81.7006,82.42,83,75,8.05,broken clouds
605,Carlsbad,US,33.1581,-117.3506,66.72,85,1,1.99,clear sky
606,Marawi,PH,7.9986,124.2928,77.47,76,98,4.54,overcast clouds
607,Ampanihy,MG,-24.7,44.75,71.08,50,1,4.45,clear sky
608,Half Moon Bay,US,37.4636,-122.4286,63.9,80,1,5.75,clear sky
609,Alta Gracia,AR,-31.6529,-64.4283,60.37,41,0,4.09,clear sky
610,Shepsi,RU,44.0361,39.1489,67.87,69,40,3.2,scattered clouds
611,Makurdi,NG,7.7411,8.5121,74.59,90,100,3.2,light rain
612,Tatawin,TN,32.9297,10.4518,74.95,40,4,5.77,clear sky
613,Podosinovets,RU,60.2776,47.0659,70.38,40,3,7.63,clear sky
614,Union,US,40.6334,-74.2663,66.15,90,90,0.0,overcast clouds
615,Manokwari,ID,-0.8667,134.0833,82.87,71,99,11.03,heavy intensity rain
616,Saint-Francois,FR,46.4154,3.9054,65.68,93,20,3.44,mist
617,Puerto Madryn,AR,-42.7692,-65.0385,60.78,55,91,26.55,overcast clouds
618,Richmond,US,37.5538,-77.4603,71.2,96,90,4.0,light intensity drizzle
619,Lamu,KE,-2.2717,40.902,80.82,70,26,16.26,scattered clouds
620,Ukiah,US,39.1502,-123.2078,62.49,86,90,3.44,overcast clouds
621,Kysyl-Syr,RU,63.8986,122.7617,60.26,38,60,8.88,broken clouds
622,Zabaykalsk,RU,49.6333,117.3167,83.01,20,63,12.62,broken clouds
623,Fare,PF,-16.7,-151.0167,78.17,81,50,17.74,scattered clouds
624,Nosy Varika,MG,-20.5833,48.5333,71.4,74,45,8.48,scattered clouds
625,Davila,PH,18.4726,120.5763,85.3,74,91,6.78,overcast clouds
626,El Guamo,CO,10.0316,-74.9761,74.98,95,45,4.43,scattered clouds
627,Cuiluan,CN,47.72,128.648,82.87,33,39,9.15,scattered clouds
628,Baoqing,CN,46.3317,132.2111,79.14,49,9,11.05,clear sky
629,Warman,CA,52.3168,-106.5679,50.9,76,83,8.81,broken clouds
630,Pogradec,AL,40.9025,20.6525,59.0,74,14,2.48,few clouds
631,Turukhansk,RU,65.8167,87.9833,50.27,67,100,12.03,overcast clouds
632,Saint-Ambroise,CA,48.5501,-71.3324,45.57,78,5,2.8,clear sky
633,Vasilyevskiy Mokh,RU,57.0132,35.919,57.96,95,97,4.47,overcast clouds
634,Murdochville,CA,48.9583,-65.5006,38.34,75,18,5.68,few clouds
635,Piacabucu,BR,-10.4056,-36.4344,72.18,82,5,1.83,clear sky
636,Otofuke,JP,42.9917,143.2003,69.12,76,100,5.93,overcast clouds
637,Tiarei,PF,-17.5333,-149.3333,77.02,69,100,5.32,overcast clouds
638,Chernyshevskiy,RU,63.0128,112.4714,59.58,27,82,11.14,broken clouds
639,Kiunga,PG,-6.1219,141.2906,85.98,69,81,2.77,broken clouds
640,Fukue,JP,32.6881,128.8419,73.02,96,100,10.65,overcast clouds
641,Yalutorovsk,RU,56.6536,66.3006,71.53,36,21,1.25,few clouds
642,Ciudad Del Maiz,MX,22.4,-99.6,63.36,75,100,2.1,overcast clouds
643,Divnomorskoye,RU,44.5011,38.1353,69.44,72,3,3.29,clear sky
644,Mitsamiouli,KM,-11.3847,43.2844,78.48,63,0,6.13,clear sky
645,Leh,IN,34.1667,77.5833,61.39,28,60,5.86,broken clouds
646,Nuuk,GL,64.1835,-51.7216,39.81,75,90,3.44,overcast clouds
647,Champerico,GT,14.3,-91.9167,83.35,84,100,9.44,overcast clouds
648,Shahreza,IR,32.0339,51.8794,88.43,9,0,3.36,clear sky
649,Waterloo,CA,43.4668,-80.5164,61.74,90,74,7.07,broken clouds
650,Fort-Shevchenko,KZ,44.5086,50.263,77.56,59,16,13.02,few clouds
651,Tselinnoye,RU,53.0833,85.6667,62.47,56,88,5.26,overcast clouds
652,Pismo Beach,US,35.1428,-120.6413,66.45,76,1,1.99,clear sky
653,Labuhan,ID,-6.8844,112.2051,88.86,58,15,9.42,few clouds
654,Praia,CV,14.9215,-23.5087,75.74,83,40,5.75,scattered clouds
655,Nioki,CD,-2.7167,17.6833,76.51,56,91,1.48,overcast clouds
656,Borba,BR,-4.3878,-59.5939,72.88,93,96,1.99,overcast clouds
657,Mugumu,TZ,-1.85,34.7,66.45,62,34,3.62,scattered clouds
658,Goderich,CA,43.7501,-81.7165,64.9,89,77,8.34,broken clouds
659,Juba,SS,4.8517,31.5825,82.63,49,91,6.42,overcast clouds
660,Islamkot,PK,24.6997,70.177,98.78,38,14,24.9,few clouds
661,Chabahar,IR,25.2919,60.643,86.58,75,14,9.75,few clouds
662,Mopti,ML,14.6667,-4.0,82.45,53,81,5.91,broken clouds
663,Semnan,IR,35.5729,53.3971,91.15,12,0,3.56,clear sky
664,Sao Joao Da Barra,BR,-21.6403,-41.0511,69.85,83,100,17.09,overcast clouds
665,Laurel,US,39.0993,-76.8483,67.05,95,90,3.0,overcast clouds
666,Adiake,CI,5.2863,-3.304,76.59,89,100,3.11,overcast clouds
667,Kedrovyy,RU,56.1667,91.8167,63.01,32,74,6.31,broken clouds
668,Cartagena,CO,10.3997,-75.5144,80.22,94,20,2.3,few clouds
669,Agdangan,PH,13.8725,121.9153,84.54,75,81,4.16,moderate rain
670,Pauini,BR,-7.7136,-66.9764,72.27,96,57,4.61,broken clouds
671,Stromness,GB,58.965,-3.296,52.05,83,53,27.96,broken clouds
672,Bathsheba,BB,13.2167,-59.5167,79.41,69,40,14.97,scattered clouds
673,Esmeraldas,BR,-19.7625,-44.3139,65.26,90,98,2.24,overcast clouds
674,Flin Flon,CA,54.7682,-101.865,54.14,99,100,4.76,overcast clouds
675,San Quintin,MX,30.4833,-115.95,69.44,90,36,11.43,scattered clouds
